Name,العنوان,Gov,Ds,Area,Logo,Mobile,Telephone,User
الفخم لفرش السيارات,"10 ش محطة المياه, اوسيم, الجيزة.",الجيزة.,"اوسيم, الجيزة.","اوسيم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346621,212346621,3
الفراعنة,"13 ش سلام - ابو قتادة, بولاق الدكرور, الجيزة.",الجيزة.,"الدكرور, الجيزة.","الدكرور,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346622,212346622,3
الفراعنة موتورز,"ش عبد الحميد الهوارى, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346623,212346623,3
الفرسان,"مساكن الزاوية -, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346624,212346624,3
الفرسان,"19 عمارات صقر قريش -, المعادى الجديدة, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346625,212346625,3
الفرسان - محمد بتلو,"بلوك 61 - ش الخليفة الظافر, الحى السابع, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346626,212346626,3
الفرسان لصيانة السيارات,"2 ش الدواجن - عزبة الوالدة, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346627,212346627,3
الفرنساوى لخدمات السيارات,"ش محمد عمر فايد متفرع من ش ترعة المجنونة, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346628,212346628,3
الفروسية لاصلاح السيارات,"ش 30 متفرع من ش 45, العصافرة قبلى, الاسكندرية.",الاسكندرية.,"قبلى, الاسكندرية.","قبلى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346629,212346629,3
الفص,"34 ش الناصر, كوبرى القبة, القاهرة.",القاهرة.,"القبة, القاهرة.","القبة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346630,212346630,3
الفناجيلى,"ش الورش - عزبة الوالدة, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346631,212346631,3
الفنان,"الشارع الجديد متفرع من ش 6 اكتوبر, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346632,212346632,3
الفنان لدهانات السيارات,"., الحى السادس, السادس من اكتوبر, الجيزة.",الجيزة.,"اكتوبر, الجيزة.","اكتوبر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346633,212346633,3
الفنان لصيانة السيارات,"4 ش المعتمدية - قرية المعتمدية, كرداسة, الجيزة.",الجيزة.,"كرداسة, الجيزة.","كرداسة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346634,212346634,3
الفندقلى,"ش الشيخ عامر, المسلة, الفيوم.",الفيوم.,"المسلة, الفيوم.","المسلة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346635,212346635,3
الفنية,"102 عمارات صقر قريش -, المعادى الجديدة, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346636,212346636,3
الفنية,"ش الجمهورية, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346637,212346637,3
الفنية,"47 ش ابن الحكم, حلمية الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346638,212346638,3
الفنية,"59 ش الجسر البرانى, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346639,212346639,3
الفنية,"14 ش حسن سرور, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346640,212346640,3
الفنية,"167 عمارات صقر قريش -, المعادى, القاهرة.",القاهرة.,"المعادى, القاهرة.","المعادى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346641,212346641,3
الفنية,"9 أ عمارات الهيئة العربية للتصنيع -, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346642,212346642,3
الفنية,"39 ش قاسم, حلمية الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346643,212346643,3
الفنية,"12 ش متحف المطرية, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346644,212346644,3
الفنية,"ش عبد العزيز نور الدين, جسر السويس, القاهرة.",القاهرة.,"السويس, القاهرة.","السويس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346645,212346645,3
الفنية,"ش فهيم فهمى - منشية التحرير, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346646,212346646,3
الفنية,"8 ش محمد امام متفرع من ش سيد ابو النجا, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346647,212346647,3
الفنية,"38 ش المطار, المعصرة, القاهرة.",القاهرة.,"المعصرة, القاهرة.","المعصرة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346648,212346648,3
الفنية,"2 ش الكريم, الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346649,212346649,3
الفنية,"73 ش الجسر البرانى, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346650,212346650,3
الفنية,"56 ش احمد زكى, دار السلام, القاهرة.",القاهرة.,"السلام, القاهرة.","السلام,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346651,212346651,3
الفنية,"مساكن الزاوية -, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346652,212346652,3
الفنية,"ش المطرية, المطرية, القاهرة.",القاهرة.,"المطرية, القاهرة.","المطرية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346653,212346653,3
الفنية,"بلوك 24 - ش ترعة الجلاد, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346654,212346654,3
الفنية,"282 ش ترعة الجندى, حدائق القبة, القاهرة.",القاهرة.,"القبة, القاهرة.","القبة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346655,212346655,3
الفنية,"80 ش ترعة الجندى, حدائق القبة, القاهرة.",القاهرة.,"القبة, القاهرة.","القبة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346656,212346656,3
الفنية,"8 ش محمد عبده, حلمية الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346657,212346657,3
الفنية,"7 ش على ضيف, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346658,212346658,3
الفنية,"ش حسن سرور, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346659,212346659,3
الفنية,"ش مزرعة البط, البساتين, القاهرة.",القاهرة.,"البساتين, القاهرة.","البساتين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346660,212346660,3
الفنية,"2 ش رياض شمس, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346661,212346661,3
الفنية,"12 ش النعام, حلمية الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346662,212346662,3
الفنية,"7 ش قاسم, حلمية الزيتون, القاهرة.",القاهرة.,"الزيتون, القاهرة.","الزيتون,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346663,212346663,3
الفنية,"9 ش العشرين, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346664,212346664,3
الفنية,"ش عشم الله, عين شمس الشرقية, القاهرة.",القاهرة.,"الشرقية, القاهرة.","الشرقية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346665,212346665,3
الفنية,"ش شركة النصر, وادى حوف, القاهرة.",القاهرة.,"حوف, القاهرة.","حوف,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346666,212346666,3
الفنية,"ش حسن فهيم, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346667,212346667,3
الفنية,"116 ش الشهيد احمد حمدى, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346668,212346668,3
الفنية,"6 ش ابو سعدة, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346669,212346669,3
الفنية,"77 ش العروبة, الطالبية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346670,212346670,3
الفنية,"ش الثلاثينى, العمرانية الغربية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346671,212346671,3
الفنية,"ش سليمان الحلبى, مدينة بدر, البحيرة.",البحيرة.,"بدر, البحيرة.","بدر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346672,212346672,3
الفنية,"6 ش سيد على بدوى, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346673,212346673,3
الفنية,"ش المهندس صلاح, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346674,212346674,3
الفنية,"80 ش طلعت حرب, شبين الكوم, المنوفية.",المنوفية.,"الكوم, المنوفية.","الكوم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346675,212346675,3
الفنية,"5 ش بدوى محمد, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346676,212346676,3
الفنية,"ش محمد عويس, بولاق الدكرور, الجيزة.",الجيزة.,"الدكرور, الجيزة.","الدكرور,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346677,212346677,3
الفنية,"ش ترعة الزمر, البراجيل, الجيزة.",الجيزة.,"البراجيل, الجيزة.","البراجيل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346678,212346678,3
الفنية,"ش مكة, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346679,212346679,3
الفنية,"ش ابراهيم سليمان, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346680,212346680,3
الفنية,"ش عامر عبد الحميد, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346681,212346681,3
الفنية,"25 ش 15 مايو, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346682,212346682,3
الفنية,"ش الجمهورية, القلج, القليوبية.",القليوبية.,"القلج, القليوبية.","القلج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346683,212346683,3
الفنية,"13 ش الاسماعيلية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346684,212346684,3
الفنية,"1 ش مجد عبد الله, المنيب, الجيزة.",الجيزة.,"المنيب, الجيزة.","المنيب,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346685,212346685,3
الفنية,"181 ش العروبة, الطالبية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346686,212346686,3
الفنية,"11 ش العمدة القديم, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346687,212346687,3
الفنية,"489 ش فيصل, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346688,212346688,3
الفنية,"10 ش احمد يوسف, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346689,212346689,3
الفنية,"تقسيم الجواهر, العمرانية الشرقية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346690,212346690,3
الفنية,"ش القناطر الخيرية, قها, القليوبية.",القليوبية.,"قها, القليوبية.","قها,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346691,212346691,3
الفنية,"ش الجيش, كفر الزيات, الغربية.",الغربية.,"الزيات, الغربية.","الزيات,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346692,212346692,3
الفنية,"5 ش سالم سالم, العجوزة, الجيزة.",الجيزة.,"العجوزة, الجيزة.","العجوزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346693,212346693,3
الفنية,"ش متولى فتح الدين, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346694,212346694,3
الفنية,"ش المأمون, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346695,212346695,3
الفنية,"1 ش عبد المعطى عفيفى, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346696,212346696,3
الفنية,"ش الشيخ فياض, ابو زعبل, القليوبية.",القليوبية.,"زعبل, القليوبية.","زعبل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346697,212346697,3
الفنية,"ش المصانع, ابو زعبل, القليوبية.",القليوبية.,"زعبل, القليوبية.","زعبل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346698,212346698,3
الفنية,"ش مصنع الحديد, ابو زعبل, القليوبية.",القليوبية.,"زعبل, القليوبية.","زعبل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346699,212346699,3
الفنية,"115 ش التحرير, الدقى, الجيزة.",الجيزة.,"الدقى, الجيزة.","الدقى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346700,212346700,3
الفنية,"5 ش مرزوق, شبرا الخيمة, القليوبية.",القليوبية.,"الخيمة, القليوبية.","الخيمة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346701,212346701,3
الفنية,"28 ش محطة المياه - قرية الزيدية, اوسيم, الجيزة.",الجيزة.,"اوسيم, الجيزة.","اوسيم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346702,212346702,3
الفنية,"ش محمد رشدى, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346703,212346703,3
الفنية الحديثة,"38 ميدان الفلكى, وسط البلد, القاهرة.",القاهرة.,"البلد, القاهرة.","البلد,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346704,212346704,3
الفنية الحديثة لصيانة السيارات,"104 ش طلعت حرب, شبين الكوم, المنوفية.",المنوفية.,"الكوم, المنوفية.","الكوم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346705,212346705,3
الفنية الهندسية لصيانة السيارات,"3 ش عبد العزيز نصار, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346706,212346706,3
الفنية الهندسية لميكانيكا السيارات,"122 مساكن ساقية مكى - ش ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346707,212346707,3
الفنية لاصلاح ابواب السيارات,"7 ش الورش - عزبة الوالدة, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346708,212346708,3
الفنية لاصلاح ابواب السيارات,"5 ش بكر عليوة, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346709,212346709,3
الفنية لاصلاح السيارات,"ش ترعة الزمر, العمرانية الغربية, الهرم, الجيزة.",الجيزة.,"الهرم, الجيزة.","الهرم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346710,212346710,3
الفنية لاصلاح السيارات,"1 ش عبد الوالى الفوال - مدينة الامل, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346711,212346711,3
الفنية لاصلاح الكاوتش,"1 ش مراد عبد الرحيم - مدينة الامل, امبابة, الجيزة.",الجيزة.,"امبابة, الجيزة.","امبابة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346712,212346712,3
الفنية لتجديد السيارات,"1 ش احمد عرابى متفرع من ش احمد عصمت, عين شمس, القاهرة.",القاهرة.,"شمس, القاهرة.","شمس,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346713,212346713,3
الفنية لدهان السيارات,"16 بلوك 16 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346714,212346714,3
الفنية لدهان السيارات,"37 ش اسامة بن زيد, عين شمس الغربية, القاهرة.",القاهرة.,"الغربية, القاهرة.","الغربية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346715,212346715,3
الاسم,العنوان,,,,https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346716,212346716,3
الفنية لدهان السيارات,"14 ش الجمهورية, ابو زعبل, القليوبية.",القليوبية.,"زعبل, القليوبية.","زعبل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346717,212346717,3
الفنية لدهانات السيارات,"13 ش الامام الشافعى متفرع من ش بورسعيد, البدرشين, الجيزة.",الجيزة.,"البدرشين, الجيزة.","البدرشين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346718,212346718,3
الفنية لسمكرة السيارات,"طريق القناطر الخيرية, القناطر الخيرية, القليوبية.",القليوبية.,"الخيرية, القليوبية.","الخيرية,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346719,212346719,3
الفنية لسمكرة السيارات,"ش الاباصيرى, المنيب, الجيزة.",الجيزة.,"المنيب, الجيزة.","المنيب,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346720,212346720,3
الفنية لصيانة السيارات,"1 ش الترعة التوفيقية, عزبة النخل, القاهرة.",القاهرة.,"النخل, القاهرة.","النخل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346721,212346721,3
الفنية لصيانة السيارات,"5 عمارات اول مايو - طريق النصر, مدينة نصر, القاهرة.",القاهرة.,"نصر, القاهرة.","نصر,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346722,212346722,3
الفنية لصيانة السيارات,"الطريق الدائرى, المرج الجديدة, القاهرة.",القاهرة.,"الجديدة, القاهرة.","الجديدة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346723,212346723,3
الفنية لصيانة السيارات,"القطعة 378 - ش 11, المقطم, القاهرة.",القاهرة.,"المقطم, القاهرة.","المقطم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346724,212346724,3
الفنية لصيانة السيارات,"75 ش مسجد الرحمة, شبرا, القاهرة.",القاهرة.,"شبرا, القاهرة.","شبرا,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346725,212346725,3
الفنية لصيانة السيارات,"19 ش الورش - عزبة الوالدة, حلوان, القاهرة.",القاهرة.,"حلوان, القاهرة.","حلوان,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346726,212346726,3
الفنية لصيانة السيارات,"17 ش احمد سمير الصاوى , سراى القبة, القاهرة.",القاهرة.,"القبة, القاهرة.","القبة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346727,212346727,3
الفنية لصيانة السيارات,"115 ش مؤسسة الزكاة, المرج, القاهرة.",القاهرة.,"المرج, القاهرة.","المرج,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346728,212346728,3
الفنية لصيانة السيارات,"9 ش احمد العسال - القصيرين, الزاوية الحمراء, القاهرة.",القاهرة.,"الحمراء, القاهرة.","الحمراء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346729,212346729,3
الفنية لصيانة السيارات,"1 ش احمد عبد الحميد, ارض اللواء, الجيزة.",الجيزة.,"اللواء, الجيزة.","اللواء,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346730,212346730,3
الفنية لصيانة السيارات,"6 ش اسكاروس البحرى, شبين الكوم, المنوفية.",المنوفية.,"الكوم, المنوفية.","الكوم,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346731,212346731,3
الفنية لصيانة السيارات,"125 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346732,212346732,3
الفنية لصيانة السيارات,"15 ش خليل عبد الشافى - وراق العرب, الوراق, الجيزة.",الجيزة.,"الوراق, الجيزة.","الوراق,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346733,212346733,3
الفنية لصيانة السيارات,"21 ش ترعة السواحل - قرية جزيرة محمد, الوراق, الجيزة.",الجيزة.,"الوراق, الجيزة.","الوراق,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346734,212346734,3
الفنية لصيانة السيارات,"88 ش فيصل, المريوطية, فيصل, الجيزة.",الجيزة.,"فيصل, الجيزة.","فيصل,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346735,212346735,3
الفنية لصيانة السيارات,"8 ش السودان, الدقى, الجيزة.",الجيزة.,"الدقى, الجيزة.","الدقى,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346736,212346736,3
