Name,العنوان,Gov,Ds,Area,Logo,Mobile,Telephone,Brand,Service,DayOff,OpenH,CloseH,User
الفنية لصيانة السيارات,"125 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346732,212346732,KIA,عفشة فرامل,Saturday Sunday,10 AM,10 PM,3
الفنية لكهرباء السيارات,"24 ش المدبح, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346754,212346754,JEEP,سمكرة,Monday,9 AM,6 PM,3
القصر لكهرباء السيارات,"10 ش المدبح, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346798,212346798,JEEP,تكيف,Monday,11 AM,11 PM,3
الكورى لصيانة السيارات,"51 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346819,212346819,Seat,بطاريات,Saturday Sunday,9 AM,9 PM,3
المصرى,"219 ش صلاح سالم - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347086,212347086,Nisan,صيانة,Saturday Sunday,10 AM,10 PM,3
الورشة الحديثة,"ش السوق التجارى - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347274,212347274,Honda,Tyres AC,Saturday Sunday,9 AM,6 PM,3
الورشة الفنية,"13 ش خوفو متفرع من ش صلاح سالم, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347633,212347633,Honda,Essential,Friday Saturday,11 AM,11 PM,3
الورشة الفنية,"ش السوق التجارى - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347655,212347655,Peugeot,Full,Friday Saturday,9 AM,9 PM,3
الورشة الفنية,"26 ش المدبح, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347656,212347656,Suzuki,ميكانيكا,Friday Saturday,10 AM,10 PM,3
الورشة الفنية,"82 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347700,212347700,Toyota,عفشة فرامل,Friday Saturday,9 AM,6 PM,3
الورشة الفنية,"71 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347701,212347701,Seat,سمكرة,Friday Saturday,11 AM,11 PM,3
الورشة الفنية,"41 ش ربيع الجيزى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347708,212347708,Nisan,تكيف,Saturday Sunday,9 AM,9 PM,3
الورشة الفنية,"87 ش المحطة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347726,212347726,Honda,بطاريات,Monday,10 AM,10 PM,3
الورشة الفنية,"22 ش المدبح, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347760,212347760,Honda,صيانة,Monday,9 AM,6 PM,3
الورشة الفنية,"110 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347809,212347809,Peugeot,Tyres AC,Saturday Sunday,11 AM,11 PM,3
الورشة الفنية,"114 ش ربيع الجيزى - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347835,212347835,Suzuki,Essential,Saturday Sunday,9 AM,9 PM,3
الورشة الفنية لخدمة السيارات,"ش المعدية, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347986,212347986,Toyota,Full,Saturday Sunday,10 AM,10 PM,3
الورشة الفنية لدهان السيارات,"134 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347991,212347991,Seat,ميكانيكا,Friday Saturday,9 AM,6 PM,3
الورشة الفنية للسيارات,"ش احمد سوادة - حدائق جزيرة الدهب, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348400,212348400,Nisan,عفشة فرامل,Friday Saturday,11 AM,11 PM,3
الورشة الميكانيكية,"1 ش قرة بن شريك, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348519,212348519,Honda,سمكرة,Friday Saturday,9 AM,9 PM,3
الورشة الهندسية,"35 طريق مصر اسيوط السريع - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348571,212348571,Honda,تكيف,Friday Saturday,10 AM,10 PM,3
الورشة الهندسية للسيارات,"5 ش يسرى متفرع من ش ربيع الجيزى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348624,212348624,Peugeot,بطاريات,Friday Saturday,9 AM,6 PM,3
اولاد ابو شوشة,"طريق مصر اسيوط - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348726,212348726,Suzuki,صيانة,Saturday Sunday,11 AM,11 PM,3
اولاد ابو ضيف,"طريق مصر اسيوط - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348727,212348727,KIA,Tyres AC,Monday,9 AM,9 PM,3
تكنوموتيف مركز خدمة وصيانة السيارات تويوتا,"منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012348893,212348893,JEEP,Essential,Monday,10 AM,10 PM,3
حمامة لاصلاح السيارات,"18 ش رفعت, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349044,212349044,JEEP,Full,Saturday Sunday,9 AM,6 PM,3
زهرة الجيزة,"79 ش المحطة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349166,212349166,Seat,ميكانيكا,Saturday Sunday,11 AM,11 PM,3
سلامة عبد الحفيظ لكهرباء السيارات,"طريق مصر اسيوط الزراعى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349232,212349232,Nisan,عفشة فرامل,Saturday Sunday,9 AM,9 PM,3
على النويش لصيانة السيارات,"15 ش القللى متفرع من ش البحر الاعظم, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349495,212349495,Honda,سمكرة,Friday Saturday,10 AM,10 PM,3
عمار لصيانة السيارات,"طريق مصر اسيوط الزراعى - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349518,212349518,Honda,تكيف,Friday Saturday,9 AM,6 PM,3
عيد لكهرباء السيارات,"ش السوق التجارى - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349536,212349536,Peugeot,بطاريات,Friday Saturday,11 AM,11 PM,3
محمد شنش لكهرباء السيارات,"ش 6 اكتوبر - ساقية مكى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349792,212349792,Suzuki,صيانة,Friday Saturday,9 AM,9 PM,3
مدحت الباشا,"طريق مصر اسيوط - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349874,212349874,Toyota,Tyres AC,Friday Saturday,10 AM,10 PM,3
مركز الدولية لخدمات السيارات,"4 ش على سلامة - ش المدرسة الثانوية سابقا - المنوات, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012349997,212349997,Seat,Essential,Saturday Sunday,9 AM,6 PM,3
مركز الشروق,"37 ش السنترال, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350031,212350031,Nisan,Full,Monday,11 AM,11 PM,3
مركز تكنولوجيا وهندسة السيارات,"57 ش العمدة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350212,212350212,Honda,ميكانيكا,Monday,9 AM,9 PM,3
مركز خدمة 4×4,"73 طريق مصر اسيوط السريع - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350230,212350230,Honda,عفشة فرامل,Saturday Sunday,10 AM,10 PM,3
مركز علاء اللولى,"68 مساكن ساقية مكى - ش 6 اكتوبر, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350308,212350308,Peugeot,سمكرة,Saturday Sunday,9 AM,6 PM,3
نور المصطفى,"طريق مصر اسيوط - منيل شيحة, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350488,212350488,Suzuki,تكيف,Saturday Sunday,11 AM,11 PM,3
ورشة احمد نجم,"بلوك 124 - ش السوق التجارى, الجيزة, الجيزة.",الجيزة.,"الجيزة, الجيزة.","الجيزة,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012350609,212350609,Toyota,بطاريات,Friday Saturday,9 AM,9 PM,3
ابو احمد لدهانات السيارات,"بلوك 17 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345752,212345752,Seat,صيانة,Friday Saturday,10 AM,10 PM,3
ابو خطوة,"3 ش رأفت الطهطاوى, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345772,212345772,Nisan,Tyres AC,Friday Saturday,9 AM,6 PM,3
احمد الشرقاوى للسيارات,"بلوك 14 - - محل 12, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345837,212345837,Honda,Essential,Friday Saturday,11 AM,11 PM,3
احمد كوبية لصيانة السيارات,"بلوك 14 - - محل 5, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345870,212345870,Honda,Full,Friday Saturday,9 AM,9 PM,3
احمد لصيانة السيارات,"بلوك 14 - - محل 9, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345871,212345871,Peugeot,ميكانيكا,Saturday Sunday,10 AM,10 PM,3
احمد منصور,"ش يوسف صبرى ابو طالب, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345878,212345878,Suzuki,عفشة فرامل,Monday,9 AM,6 PM,3
ارث كرافتس,"ش يوسف صبرى ابو طالب, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345888,212345888,KIA,سمكرة,Monday,11 AM,11 PM,3
اسامة,"42 ش مصطفى الشرقاوى, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345890,212345890,JEEP,تكيف,Saturday Sunday,9 AM,9 PM,3
اسامة السروجى,"39 ش مصطفى الشرقاوى, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345893,212345893,JEEP,بطاريات,Saturday Sunday,10 AM,10 PM,3
اسبيد,"بلوك 15 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345900,212345900,Seat,صيانة,Saturday Sunday,9 AM,6 PM,3
اسلام مشهور,"مساكن الحرفيين - بلوك 18 - عمارة 28 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345912,212345912,Nisan,Tyres AC,Friday Saturday,11 AM,11 PM,3
اكرامى الدالى لتجديد السيارات,"بلوك 11 - - محل 24, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012345933,212345933,Honda,Essential,Friday Saturday,9 AM,9 PM,3
الاسراء,"1 ش جامع الازهر متفرع من ش العسقلانى, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346001,212346001,Honda,Full,Friday Saturday,10 AM,10 PM,3
الاشقاء,"11 ش عثمان بن عفان, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346020,212346020,Peugeot,ميكانيكا,Friday Saturday,9 AM,6 PM,3
الاصلى لصيانة السيارات,"31 ش مصطفى الشرقاوى, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346041,212346041,Suzuki,عفشة فرامل,Friday Saturday,11 AM,11 PM,3
البتول سنتر للتجارة والتوريدات,"ميدان الحرفيين , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346103,212346103,Toyota,سمكرة,Saturday Sunday,9 AM,9 PM,3
البنهاوى,"بلوك 2 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346157,212346157,Seat,تكيف,Monday,10 AM,10 PM,3
البيلبيسى لاصلاح السيارات,"بلوك 2 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346167,212346167,Nisan,بطاريات,Monday,9 AM,6 PM,3
الحازم,"ش د. يحيى عابد, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346231,212346231,Honda,صيانة,Saturday Sunday,11 AM,11 PM,3
الحمد اوتوموتيف,"92 ش حسن سلامة, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346250,212346250,Honda,Tyres AC,Saturday Sunday,9 AM,9 PM,3
الخواص,"ش محمد عويضة, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346270,212346270,Peugeot,Essential,Saturday Sunday,10 AM,10 PM,3
السروجى للسيارات,"بلوك 15 - - محل 30, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346368,212346368,Suzuki,Full,Friday Saturday,9 AM,6 PM,3
السعادة,"7 ش محمد عويضة, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346369,212346369,Toyota,ميكانيكا,Friday Saturday,11 AM,11 PM,3
الشرقية,"3 ش ابو الخير متفرع من ش السادات, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346419,212346419,Seat,عفشة فرامل,Friday Saturday,9 AM,9 PM,3
الشيخ صابر لصيانة السيارات,"بلوك 14 - - محل 30, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346463,212346463,Nisan,سمكرة,Friday Saturday,10 AM,10 PM,3
العز,"ش يوسف صبرى ابو طالب, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346594,212346594,Honda,تكيف,Friday Saturday,9 AM,6 PM,3
العفشجى لاصلاح السيارات,"بلوك 15 - - محل 14, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346598,212346598,Honda,بطاريات,Saturday Sunday,11 AM,11 PM,3
الغرباوى,"بلوك H - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346607,212346607,Peugeot,صيانة,Monday,9 AM,9 PM,3
الفتح,"بلوك 14 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346617,212346617,Suzuki,Tyres AC,Monday,10 AM,10 PM,3
الفتح للسيارات,"14 بلوك 16 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346620,212346620,KIA,Essential,Saturday Sunday,9 AM,6 PM,3
الفنية لدهان السيارات,"16 بلوك 16 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346714,212346714,JEEP,Full,Saturday Sunday,11 AM,11 PM,3
الكترو كار,"بلوك 1 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346811,212346811,JEEP,ميكانيكا,Saturday Sunday,9 AM,9 PM,3
الكوربة للميكانيكا,"بلوك 14 - - محل 16, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346818,212346818,Seat,عفشة فرامل,Friday Saturday,10 AM,10 PM,3
المركز الحديث لدهان السيارات,"بلوك 4 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346900,212346900,Nisan,سمكرة,Friday Saturday,9 AM,6 PM,3
المركز الرباعى,"بلوك H - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346912,212346912,Honda,تكيف,Friday Saturday,11 AM,11 PM,3
المركز الرباعى الحديث,"20 بلوك H , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346913,212346913,Honda,بطاريات,Friday Saturday,9 AM,9 PM,3
المركز السورى,"بلوك 10 - - محل 16, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346914,212346914,Peugeot,صيانة,Friday Saturday,10 AM,10 PM,3
المركز الفنى,"18 بلوك F -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346923,212346923,Suzuki,Tyres AC,Saturday Sunday,9 AM,6 PM,3
المركز الفنى,"بلوك 9 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346929,212346929,Toyota,Essential,Monday,11 AM,11 PM,3
المركز الفنى,"بلوك 1 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346939,212346939,Seat,Full,Monday,9 AM,9 PM,3
المركز الفنى,"بلوك g -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346943,212346943,Nisan,ميكانيكا,Saturday Sunday,10 AM,10 PM,3
المركز الفنى لتجديد السيارات,"بلوك 13 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346990,212346990,Honda,عفشة فرامل,Saturday Sunday,9 AM,6 PM,3
المركز الفنى لصيانة السيارات,"26 ش محمد فؤاد احفظ, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012346998,212346998,Honda,سمكرة,Saturday Sunday,11 AM,11 PM,3
المركز الكورى لدهانات السيارات,"7 بلوك 11- مساكن الحرفيين - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347035,212347035,Peugeot,تكيف,Friday Saturday,9 AM,9 PM,3
المصرية الاوروبية,"بلوك 12 - - محل 19, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347096,212347096,Suzuki,بطاريات,Friday Saturday,10 AM,10 PM,3
المنصورة,"بلوك 16 - , الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347125,212347125,Toyota,صيانة,Friday Saturday,9 AM,6 PM,3
المهندس لكنترول السيارات,"30 ش يوسف ابو طالب تقاطع ش على سلامة, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347150,212347150,Seat,Tyres AC,Friday Saturday,11 AM,11 PM,3
الهامى لاصلاح كنترولات السيارات,"بلوك 21 -, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347181,212347181,Nisan,Essential,Friday Saturday,9 AM,9 PM,3
الهندسية الحديثة للسيارات,"بلوك 9 - - محل 21, الحرفيين, القاهرة.",القاهرة.,"الحرفيين, القاهرة.","الحرفيين,",https://www.gravatar.com/userimage/149914919/819c469de5b45e55450c1ce6d5b9f40d?size=120,1012347219,212347219,Honda,Full,Saturday Sunday,10 AM,10 PM,3
